QUEUE_ID,CU,CPU_USAGE,MEM_USAGE,LAUNCHING_JOB_NUMS,RUNNING_JOB_NUMS,SUCCEED_JOB_NUMS,CANCELLED_JOB_NUMS,FAILED_JOB_NUMS,DOTTING_TIME,DISK_USAGE,QUEUE_TYPE_general,QUEUE_TYPE_spark,QUEUE_TYPE_sql
2,16,5,20,0,0,0,0,0,2020-05-28 20:17:00,23,0,0,1
2,16,3,20,0,0,0,0,0,2020-05-28 20:22:00,23,0,0,1
2,16,2,20,0,0,0,0,0,2020-05-28 20:27:00,23,0,0,1
2,16,2,20,0,0,0,0,0,2020-05-28 20:32:00,23,0,0,1
2,16,3,20,0,0,0,0,0,2020-05-28 20:37:00,23,0,0,1
2,16,3,20,0,0,0,0,0,2020-05-28 20:42:00,23,0,0,1
2,16,3,20,0,0,0,0,0,2020-05-28 20:47:00,23,0,0,1
2,16,2,20,0,0,0,0,0,2020-05-28 20:52:00,23,0,0,1
2,16,3,20,0,0,0,0,0,2020-05-28 20:58:00,23,0,0,1
2,16,3,20,0,0,0,0,0,2020-05-28 21:03:00,23,0,0,1
2,16,2,20,0,0,0,0,0,2020-05-28 21:08:00,23,0,0,1
2,16,4,20,0,0,0,0,0,2020-05-28 21:13:00,23,0,0,1
2,16,3,20,0,0,0,0,0,2020-05-28 21:18:00,23,0,0,1
2,16,4,20,0,0,0,0,0,2020-05-28 21:23:00,23,0,0,1
2,16,4,20,0,0,0,0,0,2020-05-28 21:28:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-28 21:33:00,23,0,0,1
2,16,3,20,0,0,0,0,0,2020-05-28 21:38:00,23,0,0,1
2,16,4,20,0,0,0,0,0,2020-05-28 21:44:00,23,0,0,1
2,16,4,20,0,0,0,0,0,2020-05-28 21:49:00,23,0,0,1
2,16,2,20,0,0,0,0,0,2020-05-28 21:54:00,23,0,0,1
2,16,2,20,0,0,0,0,0,2020-05-28 21:59:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-28 22:04:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-28 22:09:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-28 22:14:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-28 22:19:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-28 22:24:00,23,0,0,1
2,16,5,21,0,0,0,0,0,2020-05-28 22:29:00,23,0,0,1
2,16,3,20,0,0,0,0,0,2020-05-28 22:35:00,23,0,0,1
2,16,4,20,0,0,0,0,0,2020-05-28 22:40:00,23,0,0,1
2,16,2,20,0,0,0,0,0,2020-05-28 22:45:00,23,0,0,1
2,16,3,20,0,0,0,0,0,2020-05-28 22:50:00,23,0,0,1
2,16,4,20,0,0,0,0,0,2020-05-28 22:55:00,23,0,0,1
2,16,13,20,0,0,0,0,0,2020-05-28 23:00:00,23,0,0,1
2,16,2,20,0,0,0,0,0,2020-05-28 23:05:00,23,0,0,1
2,16,2,20,0,0,0,0,0,2020-05-28 23:10:00,23,0,0,1
2,16,2,20,0,0,0,0,0,2020-05-28 23:15:00,23,0,0,1
2,16,4,21,0,0,0,0,0,2020-05-28 23:21:00,23,0,0,1
2,16,9,21,0,0,0,0,0,2020-05-28 23:26:00,23,0,0,1
2,16,6,21,0,0,0,0,0,2020-05-28 23:31:00,23,0,0,1
2,16,2,20,0,0,0,0,0,2020-05-28 23:36:00,23,0,0,1
2,16,5,21,0,0,0,0,0,2020-05-28 23:41:00,23,0,0,1
2,16,7,21,0,0,0,0,0,2020-05-28 23:46:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-28 23:51:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-28 23:56:00,23,0,0,1
2,16,4,21,0,0,0,0,0,2020-05-29 00:02:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 00:07:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 00:12:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 00:17:00,23,0,0,1
2,16,5,21,0,0,0,0,0,2020-05-29 00:22:00,23,0,0,1
2,16,5,21,0,0,0,0,0,2020-05-29 00:27:00,23,0,0,1
2,16,4,21,0,0,0,0,0,2020-05-29 00:32:00,23,0,0,1
2,16,4,21,0,0,0,0,0,2020-05-29 00:37:00,23,0,0,1
2,16,6,21,0,0,0,0,0,2020-05-29 00:42:00,23,0,0,1
2,16,8,21,0,0,0,0,0,2020-05-29 00:48:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 00:53:00,23,0,0,1
2,16,4,21,0,0,0,0,0,2020-05-29 00:58:00,23,0,0,1
2,16,1,21,0,0,0,0,0,2020-05-29 01:03:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 01:08:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 01:13:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 01:18:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 01:23:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 01:28:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 01:33:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 01:39:00,23,0,0,1
2,16,2,22,0,0,0,0,0,2020-05-29 01:44:00,23,0,0,1
2,16,2,22,0,0,3,0,2,2020-05-29 01:49:00,23,0,0,1
2,16,3,22,0,0,1,0,3,2020-05-29 01:54:00,23,0,0,1
2,16,3,22,0,0,0,0,2,2020-05-29 01:59:00,23,0,0,1
2,16,3,22,0,0,3,0,0,2020-05-29 02:04:00,23,0,0,1
2,16,2,22,0,0,0,0,0,2020-05-29 02:09:00,23,0,0,1
2,16,6,21,0,0,0,0,0,2020-05-29 02:14:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 02:19:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 02:25:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 02:30:00,23,0,0,1
2,16,2,22,0,0,0,0,0,2020-05-29 02:35:00,23,0,0,1
2,16,4,22,0,0,0,0,0,2020-05-29 02:40:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 02:45:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 02:50:00,23,0,0,1
2,16,2,22,0,0,0,0,0,2020-05-29 02:55:00,23,0,0,1
2,16,4,22,0,0,0,0,0,2020-05-29 03:00:00,23,0,0,1
2,16,4,21,0,0,0,0,0,2020-05-29 03:05:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 03:11:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 03:16:00,23,0,0,1
2,16,4,22,0,0,0,0,0,2020-05-29 03:21:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 03:26:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 03:31:00,23,0,0,1
2,16,8,21,0,0,0,0,0,2020-05-29 03:36:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 03:41:00,23,0,0,1
2,16,8,21,0,0,0,0,0,2020-05-29 03:46:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 03:51:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 03:57:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 04:02:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 04:07:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 04:12:00,23,0,0,1
2,16,4,22,0,0,0,0,0,2020-05-29 04:17:00,23,0,0,1
2,16,1,22,0,0,0,0,0,2020-05-29 04:22:00,23,0,0,1
2,16,1,22,0,0,0,0,0,2020-05-29 04:27:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 04:32:00,23,0,0,1
2,16,5,22,0,0,0,0,0,2020-05-29 04:37:00,23,0,0,1
2,16,12,22,0,0,0,0,0,2020-05-29 04:42:00,23,0,0,1
2,16,8,22,0,0,0,0,0,2020-05-29 04:48:00,23,0,0,1
2,16,10,22,0,0,0,0,0,2020-05-29 04:53:00,23,0,0,1
2,16,2,22,0,0,0,0,0,2020-05-29 04:58:00,23,0,0,1
2,16,6,22,0,0,0,0,0,2020-05-29 05:03:00,23,0,0,1
2,16,4,22,0,0,0,0,0,2020-05-29 05:08:00,23,0,0,1
2,16,2,22,0,0,0,0,0,2020-05-29 05:13:00,23,0,0,1
2,16,7,22,0,0,0,0,0,2020-05-29 05:18:00,23,0,0,1
2,16,9,22,0,0,0,0,0,2020-05-29 05:23:00,23,0,0,1
2,16,4,22,0,0,0,0,0,2020-05-29 05:28:00,23,0,0,1
2,16,4,22,0,0,0,0,0,2020-05-29 05:33:00,23,0,0,1
2,16,4,22,0,0,0,0,0,2020-05-29 05:39:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 05:44:00,23,0,0,1
2,16,3,22,0,0,0,0,0,2020-05-29 05:49:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 05:54:00,23,0,0,1
2,16,1,20,0,0,0,0,0,2020-05-29 05:59:00,23,0,0,1
2,16,3,20,0,0,0,0,0,2020-05-29 06:04:00,23,0,0,1
2,16,7,20,0,0,0,0,0,2020-05-29 06:09:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 06:14:00,23,0,0,1
2,16,3,20,0,0,0,0,0,2020-05-29 06:19:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 06:25:00,23,0,0,1
2,16,6,21,0,0,0,0,0,2020-05-29 06:30:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 06:35:00,23,0,0,1
2,16,4,21,0,0,0,0,0,2020-05-29 06:40:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 06:45:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 06:50:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 06:55:00,23,0,0,1
2,16,5,21,0,0,0,0,0,2020-05-29 07:00:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 07:05:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 07:11:00,23,0,0,1
2,16,8,21,0,0,0,0,0,2020-05-29 07:16:00,23,0,0,1
2,16,7,21,0,0,0,0,0,2020-05-29 07:21:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 07:26:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 07:31:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 07:36:00,23,0,0,1
2,16,4,21,0,0,0,0,0,2020-05-29 07:41:00,23,0,0,1
2,16,4,21,0,0,0,0,0,2020-05-29 07:46:00,23,0,0,1
2,16,3,20,0,0,0,0,0,2020-05-29 07:51:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 07:57:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 08:02:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 08:07:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 08:12:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 08:17:00,23,0,0,1
2,16,4,21,0,0,0,0,0,2020-05-29 08:22:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 08:27:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 08:32:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 08:37:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 08:43:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 08:48:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 08:53:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 08:58:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 09:03:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 09:08:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 09:13:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 09:18:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 09:23:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 09:28:00,23,0,0,1
2,16,5,21,0,0,0,0,0,2020-05-29 09:34:00,23,0,0,1
2,16,4,21,0,0,0,0,0,2020-05-29 09:39:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 09:44:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 09:49:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 09:54:00,23,0,0,1
2,16,7,21,0,0,0,0,0,2020-05-29 09:59:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 10:04:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 10:09:00,23,0,0,1
2,16,3,21,0,0,0,0,0,2020-05-29 10:14:00,23,0,0,1
2,16,2,21,0,0,0,0,0,2020-05-29 10:19:00,23,0,0,1
2,16,5,21,0,0,0,0,0,2020-05-29 10:24:00,23,0,0,1
2,16,3,27,0,0,2,0,0,2020-05-29 10:29:00,23,0,0,1
2,16,6,27,0,0,0,0,0,2020-05-29 10:35:00,23,0,0,1
2,16,3,25,0,0,0,0,0,2020-05-29 10:40:00,23,0,0,1
2,16,5,25,0,0,0,0,0,2020-05-29 10:45:00,23,0,0,1
2,16,3,25,0,0,0,0,0,2020-05-29 10:50:00,23,0,0,1
2,16,6,26,0,0,0,0,0,2020-05-29 10:55:00,23,0,0,1
2,16,7,26,0,0,0,0,0,2020-05-29 11:00:00,23,0,0,1
2,16,4,25,0,0,0,0,0,2020-05-29 11:05:00,23,0,0,1
2,16,4,25,0,0,0,0,0,2020-05-29 11:10:00,23,0,0,1
2,16,10,26,0,0,0,0,0,2020-05-29 11:15:00,23,0,0,1
2,16,4,26,0,0,0,0,0,2020-05-29 11:20:00,23,0,0,1
2,16,12,26,0,0,0,0,0,2020-05-29 11:25:00,23,0,0,1
2,16,3,25,0,0,0,0,0,2020-05-29 11:30:00,23,0,0,1
2,16,3,25,0,0,0,0,0,2020-05-29 11:35:00,23,0,0,1
2,16,4,26,0,0,0,0,0,2020-05-29 11:41:00,23,0,0,1
2,16,2,25,0,0,0,0,0,2020-05-29 11:46:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 11:51:00,23,0,0,1
2,16,4,26,0,0,0,0,0,2020-05-29 11:56:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 12:01:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 12:06:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 12:11:00,23,0,0,1
2,16,3,26,0,0,3,0,0,2020-05-29 12:16:00,23,0,0,1
2,16,5,26,0,0,0,0,0,2020-05-29 12:21:00,23,0,0,1
2,16,3,26,0,0,3,0,0,2020-05-29 12:26:00,23,0,0,1
2,16,3,26,0,0,0,0,1,2020-05-29 12:31:00,23,0,0,1
2,16,3,26,0,0,1,0,0,2020-05-29 12:36:00,23,0,0,1
2,16,3,26,0,0,1,0,0,2020-05-29 12:41:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 12:47:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 12:52:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 12:57:00,23,0,0,1
2,16,4,26,0,0,0,0,0,2020-05-29 13:02:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 13:07:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 13:12:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 13:17:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 13:22:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 13:27:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 13:32:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 13:37:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 13:42:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 13:47:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 13:52:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 13:58:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 14:03:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 14:08:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 14:13:00,23,0,0,1
2,16,1,26,0,0,0,0,0,2020-05-29 14:18:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 14:23:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 14:28:00,23,0,0,1
2,16,5,26,0,0,0,0,0,2020-05-29 14:33:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 14:38:00,23,0,0,1
2,16,4,26,0,0,0,0,0,2020-05-29 14:43:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 14:48:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 14:53:00,23,0,0,1
2,16,6,26,0,0,0,0,0,2020-05-29 14:58:00,23,0,0,1
2,16,6,26,0,0,0,0,0,2020-05-29 15:03:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 15:08:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 15:13:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 15:18:00,23,0,0,1
2,16,8,26,0,0,0,0,0,2020-05-29 15:23:00,23,0,0,1
2,16,6,26,0,0,0,0,0,2020-05-29 15:29:00,23,0,0,1
2,16,10,26,0,0,0,0,0,2020-05-29 15:34:00,23,0,0,1
2,16,1,26,0,0,0,0,0,2020-05-29 15:39:00,23,0,0,1
2,16,5,26,0,0,0,0,0,2020-05-29 15:44:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 15:49:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 15:54:00,23,0,0,1
2,16,5,26,0,0,0,0,0,2020-05-29 15:59:00,23,0,0,1
2,16,14,26,0,0,0,0,0,2020-05-29 16:04:00,23,0,0,1
2,16,10,26,0,0,0,0,0,2020-05-29 16:09:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 16:14:00,23,0,0,1
2,16,5,26,0,0,0,0,0,2020-05-29 16:19:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 16:24:00,23,0,0,1
2,16,6,26,0,0,0,0,0,2020-05-29 16:29:00,23,0,0,1
2,16,8,27,0,0,0,0,0,2020-05-29 16:34:00,23,0,0,1
2,16,5,26,0,0,0,0,0,2020-05-29 16:39:00,23,0,0,1
2,16,5,27,0,0,0,0,0,2020-05-29 16:44:00,23,0,0,1
2,16,10,27,0,0,0,0,0,2020-05-29 16:50:00,23,0,0,1
2,16,10,26,0,0,0,0,0,2020-05-29 16:55:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 17:00:00,23,0,0,1
2,16,9,26,0,0,0,0,0,2020-05-29 17:05:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 17:10:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 17:15:00,23,0,0,1
2,16,8,27,0,0,0,0,0,2020-05-29 17:20:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 17:25:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 17:30:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 17:35:00,23,0,0,1
2,16,6,27,0,0,0,0,0,2020-05-29 17:40:00,23,0,0,1
2,16,1,27,0,0,0,0,0,2020-05-29 17:45:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 17:50:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 17:55:00,23,0,0,1
2,16,4,27,0,0,0,0,0,2020-05-29 18:00:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 18:06:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 18:11:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 18:16:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 18:21:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 18:26:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 18:31:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 18:36:00,23,0,0,1
2,16,4,26,0,0,0,0,0,2020-05-29 18:41:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 18:46:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 18:51:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 18:56:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 19:01:00,23,0,0,1
2,16,5,27,0,0,0,0,0,2020-05-29 19:06:00,23,0,0,1
2,16,4,27,0,0,0,0,0,2020-05-29 19:11:00,23,0,0,1
2,16,2,26,0,0,0,0,0,2020-05-29 19:16:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 19:22:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 19:27:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 19:32:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 19:37:00,23,0,0,1
2,16,3,26,0,0,0,0,0,2020-05-29 19:42:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 19:47:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 19:52:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 19:57:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 20:02:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 20:07:00,23,0,0,1
2,16,6,27,0,0,0,0,0,2020-05-29 20:12:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 20:17:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 20:22:00,23,0,0,1
2,16,5,27,0,0,0,0,0,2020-05-29 20:27:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 20:32:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 20:37:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 20:43:00,23,0,0,1
2,16,5,27,0,0,0,0,0,2020-05-29 20:48:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 20:53:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 20:58:00,23,0,0,1
2,16,4,27,0,0,0,0,0,2020-05-29 21:03:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 21:08:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 21:13:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 21:18:00,23,0,0,1
2,16,5,27,0,0,0,0,0,2020-05-29 21:23:00,23,0,0,1
2,16,3,27,0,0,0,0,0,2020-05-29 21:28:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 21:33:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 21:38:00,23,0,0,1
2,16,9,27,0,0,0,0,0,2020-05-29 21:43:00,23,0,0,1
2,16,4,27,0,0,0,0,0,2020-05-29 21:48:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 21:53:00,23,0,0,1
2,16,11,27,0,0,0,0,0,2020-05-29 21:59:00,23,0,0,1
2,16,5,27,0,0,0,0,0,2020-05-29 22:04:00,23,0,0,1
2,16,2,27,0,0,0,0,0,2020-05-29 22:09:00,23,0,0,1
